start,stop,PCorr,SCorrS,ScorrQ,PartialCorr,pval
11,23,-0.013356553998252476,-0.018302536605860478,0.0021913721674337886,-0.11228455516914677,0.0173048345851931
11,24,-0.006009488544967693,-0.009503184343412008,0.009698995101464799,-0.10412211665470202,0.027372971523508715
11,25,-0.008906915901471102,-0.013676448690671963,0.0024992365835428453,-0.11030339646924531,0.01939192952392777
11,26,0.003493991120449076,-0.011297335763121778,0.0048508425344517955,-0.09875379856803772,0.03645300985794994
11,27,0.012439329078654209,-0.003913701556259647,0.013112985726558224,-0.09136677370134728,0.053029732604557206
12,14,0.012789217138009769,-0.012911629371627351,-0.022117404880646688,-0.030102393741907405,0.5246301536374243
12,15,0.018385058499516844,0.004364968829266146,0.001178704260691388,-0.03044656070432498,0.5198985015217377
12,16,-0.00474645023299808,-0.009084778290842237,0.0010225056564310724,-0.060174438422050044,0.20313421468262466
12,17,-0.0025273829231717854,-0.006849406307510279,0.00881821678574727,-0.06195747091187484,0.19004199060761331
12,18,0.008015067997555218,-0.0008856202659514075,0.011661788148327882,-0.05872198137142737,0.21427352139702113
12,19,0.02108487791984818,0.01863900844174798,0.03140131746654391,-0.053403856440791896,0.2587885885489905
12,20,0.007209341429742368,0.007576813995005604,0.020329266043638775,-0.07352580830421046,0.11976818607383705
12,21,0.002351013342095592,-0.00560768928309057,0.011179835276907173,-0.08448263983957778,0.07371742752847364
12,22,-0.004229929647098106,-0.01527391328025806,0.004424656975016327,-0.09709372759509712,0.03973384094226725
12,23,-0.004318312084138167,-0.010433960960918658,0.010544075252532014,-0.0984944066790026,0.03694995771591917
12,24,0.0029771399863283456,-0.0041373921357799595,0.01517511592535105,-0.09056021731619009,0.055170739918983705
12,25,-0.0006535723586624052,-0.008242410300252514,0.008891840108056704,-0.09803125357253928,0.03785157772897527
12,26,0.01200729389443129,-0.0021437760142715727,0.014967324533141195,-0.08617765940214152,0.06809512034608232
12,27,0.020979109256225155,0.0052555558956674945,0.023027234178210544,-0.07876819934104944,0.09551310973475241
13,15,0.020220134932252137,-0.012977978774473339,-0.012999529608559485,-0.02085607057653841,0.6593952593458363
13,16,-0.01353224788211425,-0.02236641229378703,-0.005518747691636712,-0.0608804251001179,0.19787419676496615
13,17,-0.008551599493879384,-0.00446895869386134,0.017642809764431524,-0.06167657773493012,0.19206234109407017
13,18,0.00505179539256515,0.009639452194918553,0.026987001007676304,-0.05629971127235264,0.23381515448813472
13,19,0.020468759663273037,0.03402675744881763,0.051392062750345205,-0.050009330849876944,0.2903352086004956
13,20,0.004750861887629174,0.013174205888729277,0.030719119985960858,-0.07299084511529964,0.12249205664867499
13,21,-0.00047023699008435105,-0.001151342131490268,0.01961482680030081,-0.08426206289970356,0.07447612513033586
13,22,-0.00743816657859852,-0.009794633232879532,0.01253493262849017,-0.09765494342874277,0.038597809832000056
13,23,-0.007234808689117593,-0.004890034814548556,0.01911367985395236,-0.09886159520247997,0.036248166894837036
13,24,0.0008507819110931646,0.002147355712287212,0.023948598912938573,-0.0899547714439526,0.05682467257165895
13,25,-0.002915798368004106,-0.006519648207524192,0.013250728185956457,-0.09804926138088012,0.03781617660413964
13,26,0.010785672829948573,0.00039159301791365036,0.019854418344498272,-0.08547234131559697,0.07039040772828278
13,27,0.020389371319337657,0.008585814196622339,0.029208045617020426,-0.07740454382246309,0.10140934772876029
14,16,-0.043377598398870856,-0.03183251109707093,-0.0040432833990370525,-0.08013270423492802,0.08989031719977644
14,17,-0.022023690842705678,0.0013048780336572638,0.025254834950640837,-0.06479088834249562,0.1705284895220915
